Product_ID,product,price,ratings,reviews,url,category
B0BCQXXRJJ,Google Pixel 7-5G Android Phone - Unlocked Smartphone with Wide Angle Lens and 24-Hour Battery - 128GB - Obsidian,449.00,4.3,3047,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MDY2ODE0NDMzODg0NjMwOjE2OTU0OTM5MTI6c3BfYXRmOjIwMDA5NjEzMTcwODY5ODo6MDo6&url=%2FGoogle-Pixel-7-5G-Android-Phone%2Fdp%2FB0BCQXXRJJ%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dsmartphone%26qid%3D1695493912%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Smartphones
B0BZ9XNBRB,Google Pixel 7a - Unlocked Android Cell Phone - Smartphone with Wide Angle Lens and 24-Hour Battery - 128 GB – Charcoal,444.00,4.2,518,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MDY2ODE0NDMzODg0NjMwOjE2OTU0OTM5MTI6c3BfYXRmOjIwMDE2ODc0MjY5NTI5ODo6MDo6&url=%2FGoogle-Pixel-7a-Unlocked-Smartphone%2Fdp%2FB0BZ9XNBRB%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dsmartphone%26qid%3D1695493912%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Smartphones
B09PFC2DVD,Motorola Moto G Stylus | 2022 | 2-Day battery | Unlocked| Made for US by Motorola | 6/128GB | 50MP Camera | Twilight Blue,160.00,4.2,1885,https://www.amazon.com/Stylus-battery-Unlocked-Motorola-Twilight/dp/B09PFC2DVD/ref=sr_1_3?keywords=smartphone&qid=1695493912&sr=8-3,Smartphones
B0C2VZ9GRR,Xiaomi Redmi Note 12s (256GB + 8GB) Global Unlocked (No Warranty) (Tmobile/Metro Tello/Mint USA Market) (w/Fast Car Charger Bundle) (Ice Blue),195.70,4.7,2799,https://www.amazon.com/Xiaomi-Unlocked-Warranty-Tmobile-Charger/dp/B0C2VZ9GRR/ref=sr_1_5?keywords=smartphone&qid=1695493912&sr=8-5,Smartphones
B0BSLRXF1H,"SAMSUNG Galaxy A54 5G A Series Cell Phone, Factory Unlocked Android Smartphone, 128GB w/ 6.4” Fluid Display Screen, Hi Res Camera, Long Battery Life, Refined Design, US Version, 2023, Awesome Violet",349.99,4.4,184,https://www.amazon.com/SAMSUNG-Factory-Unlocked-Android-Smartphone/dp/B0BSLRXF1H/ref=sr_1_6?keywords=smartphone&qid=1695493912&sr=8-6,Smartphones
B0BBXBXCFC,"Total by Verizon TCL 30 Z, 32GB, Black - Prepaid Smartphone (Locked)",39.99,4.0,218,https://www.amazon.com/Total-Verizon-TCL-32GB-Black/dp/B0BBXBXCFC/ref=sr_1_7?keywords=smartphone&qid=1695493912&sr=8-7,Smartphones
B0BFYRV4CD,Motorola Moto G Stylus 5G | 2021 | 2-Day Battery | Unlocked | Made for US 4/128GB | 48MP Camera | Cosmic Emerald,149.99,4.3,1146,https://www.amazon.com/Motorola-Stylus-Battery-Unlocked-Emerald/dp/B0BFYRV4CD/ref=sr_1_8?keywords=smartphone&qid=1695493912&sr=8-8,Smartphones
B0C37QXBH3,Nokia G10 | Android 11 | Unlocked Smartphone | 3-Day Battery | 3/64GB | 6.52-Inch Screen | 13MP Triple Camera | Dusk,99.99,5.0,1,https://www.amazon.com/Nokia-Android-Unlocked-Smartphone-6-52-Inch/dp/B0C37QXBH3/ref=sr_1_9?keywords=smartphone&qid=1695493912&sr=8-9,Smartphones
B0C9R4LPMW,"xixaomiro i14Pro Max Unlocked 5G Cellphone Android Smartphone Mobile Phone, 8GB RAM, 512GB ROM 1TB Expandable, 6.8'' FHD Screen, 6000mAh Battery, Dual Sim Card, 48+13MP Camera (Golden)",129.00,3.6,20,https://www.amazon.com/xixaomiro-Unlocked-Cellphone-Smartphone-Expandable/dp/B0C9R4LPMW/ref=sr_1_10?keywords=smartphone&qid=1695493912&sr=8-10,Smartphones
B0C2T3CDGJ,Nokia C21 Plus | Android 11 (Go Edition) | Unlocked Smartphone | 2-Day Battery | Dual SIM | 2/64GB | 6.52-Inch Screen | Cyan,99.00,4.4,10,https://www.amazon.com/Nokia-Android-Unlocked-Smartphone-6-52-Inch/dp/B0C2T3CDGJ/ref=sr_1_11?keywords=smartphone&qid=1695493912&sr=8-11,Smartphones
B0BCG1MD2Q,"UMIDIGI Cell Phone G1 MAX, Android12 Unlocked Smartphone, Dual Sim 4G LTE Mobile Phone, 128GB/256G Expandable, 6.52"" HD+ Night Mode，5150mAh, GSM Unlocked Phone",109.99,4.0,364,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MDY2ODE0NDMzODg0NjMwOjE2OTU0OTM5MTI6c3BfbXRmOjIwMDExOTc5MjMwMjc5ODo6MDo6&url=%2FUMIDIGI-G1-MAX-Android12-Expandable%2Fdp%2FB0BCG1MD2Q%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dsmartphone%26qid%3D1695493912%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Smartphones
B09T2JFWKR,"Tracfone Samsung Galaxy A03s, 32GB, Black - Prepaid Smartphone (Locked)",49.88,4.2,1117,https://www.amazon.com/Tracfone-Samsung-Galaxy-A03s-Black/dp/B09T2JFWKR/ref=sr_1_13?keywords=smartphone&qid=1695493912&sr=8-13,Smartphones
B0BNWPSCGB,OnePlus 11 5G | 16GB RAM+256GB | Dual-SIM | Titan Black | US Factory Unlocked Android Smartphone | 5000 mAh battery | 80W Fast charging | Hasselblad Camera | 120Hz Fluid Display | 4nm Processor,649.99,4.4,716,https://www.amazon.com/OnePlus-Dual-SIM-Smartphone-Hasselblad-Processor/dp/B0BNWPSCGB/ref=sr_1_14?keywords=smartphone&qid=1695493912&sr=8-14,Smartphones
B08FRTH1KJ,Samsung Galaxy S20+ 5G 128GB Fully Unlocked Smartphone (Renewed),235.00,4.3,4031,https://www.amazon.com/Galaxy-S20-5G-Unlocked-Smartphone/dp/B08FRTH1KJ/ref=sr_1_15?keywords=smartphone&qid=1695493912&sr=8-15,Smartphones
B0BTP6PJ9J,"TCL 40XL 2023 Unlocked Cell Phone 4GB + 128GB, 6.75"" 90Hz Display, Smartphone Android 13, 50MP AI Camera Mobile Phone, 5000 mAh, 4G LTE, US Version, Dark Gray",139.99,4.0,280,https://www.amazon.com/TCL-Unlocked-Display-Smartphone-Android/dp/B0BTP6PJ9J/ref=sr_1_16?keywords=smartphone&qid=1695493912&sr=8-16,Smartphones
B09YDNKYPZ,"Sony Xperia 1 IV 512GB 5G Factory Unlocked Smartphone [U.S. Official w/Warranty], Black",1398.00,3.5,39,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MDY2ODE0NDMzODg0NjMwOjE2OTU0OTM5MTI6c3BfbXRmOjIwMDA1NzE1MDQyNzA5ODo6MDo6&url=%2FSony-Unlocked-Smartphone-Official-Warranty%2Fdp%2FB09YDNKYPZ%2Fref%3Dsr_1_17_sspa%3Fkeywords%3Dsmartphone%26qid%3D1695493912%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Smartphones
B0BVX8YJJ2,"Xiaomi Redmi 12C 4G LTE (128GB + 4GB) Factory Unlocked GSM 6.71"" 50MP Dual Camera (ONLY T-Mobile/Mint USA Market) + (w/Fast Car Charger Bundle) (Graphite Gray)",113.70,4.7,3349,https://www.amazon.com/Xiaomi-Factory-Unlocked-T-Mobile-Graphite/dp/B0BVX8YJJ2/ref=sr_1_18?keywords=smartphone&qid=1695493912&sr=8-18,Smartphones
B0CCTDDPQ2,"4G Unlocked Cell Phones,6G+256GB Dual Sim Smartphone, C23 Unlocked Mobile Phone with 7.3inch Waterdrop Screen, Android Phone 48+108 MP | 8000mAh | Fingerprint Lock & Face ID | US Version (Black)",169.99,2.0,3,https://www.amazon.com/Unlocked-Smartphone-C23-Waterdrop-Fingerprint/dp/B0CCTDDPQ2/ref=sr_1_19?keywords=smartphone&qid=1695493912&sr=8-19,Smartphones
B0C33DGMYL,"Xgody X18 4G Unlocked Phones, 6.3 Inch IPS Screen Smartphones, Android 10 OS Dual SIM Cheap Cell Phone, Quad Core 2GB+16GB, Dual 5MP+8MP Camera, 4000mAh Battery, Face ID Smart Phone (Purple)",68.99,3.4,22,https://www.amazon.com/Xgody-Unlocked-Smartphones-Android-4000mAh/dp/B0C33DGMYL/ref=sr_1_20?keywords=smartphone&qid=1695493912&sr=8-20,Smartphones
B0CCTFZTR8,"4G Unlocked Cell Phones,6G+256GB Dual Sim Smartphone, C23 Unlocked Mobile Phone with 7.3inch Waterdrop Screen, Android Phone 48+108 MP | 8000mAh | Fingerprint Lock & Face ID | US Version (Green)",169.99,2.0,3,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MDY2ODE0NDMzODg0NjMwOjE2OTU0OTM5MTI6c3BfYnRmOjMwMDAzODYzOTM2NjIwMjo6MDo6&url=%2FUnlocked-Smartphone-C23-Waterdrop-Fingerprint%2Fdp%2FB0CCTFZTR8%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dsmartphone%26qid%3D1695493912%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Smartphones
B0CBRS5D4K,"UMIDIGI A15C (16+128GB) Android 13 NFC Unlocked Cell Phone，48MP Ultra-Clear AI Camera Mobile Phone,5000mAh Battery Smartphone,6.7"" HD Full View Display Dual Unlock Phone-Lavender Purple",149.99,4.6,12,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MDY2ODE0NDMzODg0NjMwOjE2OTU0OTM5MTI6c3BfYnRmOjMwMDA1NTQ0NDA2ODAwMjo6MDo6&url=%2FUMIDIGI-A15C-Phone%25EF%25BC%258C48MP-Ultra-Clear-Phone-Lavender%2Fdp%2FB0CBRS5D4K%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dsmartphone%26qid%3D1695493912%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Smartphones
B0BZ9T8R41,Google Pixel 7a - Unlocked Android Cell Phone - Smartphone with Wide Angle Lens and 24-Hour Battery - 128 GB -  Sea,444.00,4.2,518,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNjgzNjA0MjA1NDA4NjMwOjE2OTU0OTQwOTE6c3BfYXRmX25leHQ6MjAwMTY4NzQyNjk1MTk4OjowOjo&url=%2FGoogle-Pixel-7a-Unlocked-Smartphone%2Fdp%2FB0BZ9T8R41%2Fref%3Dsr_1_17_sspa%3Fkeywords%3Dsmartphone%26qid%3D1695494091%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Smartphones
B09MZMY416,"UMIDIGI Rugged Unlocked Smartphones, Bison X10 4G+64GB IP68/IP69K Waterproof Shockproof Phone Helio P60 Android 11 6.53"" FHD+ 6150mAh Fast Charge NFC Rugged Smartphone",111.99,3.7,344,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNjgzNjA0MjA1NDA4NjMwOjE2OTU0OTQwOTE6c3BfYXRmX25leHQ6MjAwMTM1OTQ0NDQzNzk4OjowOjo&url=%2FSmartphones-UMIDIGI-Waterproof-Shockproof-Smartphone%2Fdp%2FB09MZMY416%2Fref%3Dsr_1_18_sspa%3Fkeywords%3Dsmartphone%26qid%3D1695494091%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Smartphones
B09S8BV4D9,OnePlus 10 Pro | 5G Android Smartphone | 8GB+128GB | U.S. Unlocked | Triple Camera co-Developed with Hasselblad | Volcanic Black,448.18,4.3,363,https://www.amazon.com/OnePlus-Smartphone-Unlocked-co-Developed-Hasselblad/dp/B09S8BV4D9/ref=sr_1_19?keywords=smartphone&qid=1695494091&sr=8-19,Smartphones
B0BBY6DHJ8,"Total by Verizon Samsung Galaxy A03s, 32GB, Black - Prepaid Smartphone (Locked)",49.88,3.9,443,https://www.amazon.com/Total-Verizon-Samsung-Galaxy-Black/dp/B0BBY6DHJ8/ref=sr_1_20?keywords=smartphone&qid=1695494091&sr=8-20,Smartphones
B09Q9ZVXZY,"Xiaomi Redmi Note 11 - Smartphone 128GB, 4GB RAM, Dual Sim, Star Blue",159.99,4.4,18308,https://www.amazon.com/Xiaomi-Redmi-Note-11-Smartphone/dp/B09Q9ZVXZY/ref=sr_1_21?keywords=smartphone&qid=1695494091&sr=8-21,Smartphones
B0C22BRGLG,"OnePlus Nord N30 5G | Unlocked Dual-SIM Android Smart Phone | 6.7"" LCD Display | 8 +128GB | 5000 mAh Battery | 50W Fast Charging | 108MP Camera | Chromatic Gray",269.99,4.4,129,https://www.amazon.com/OnePlus-Unlocked-Dual-SIM-Charging-Chromatic/dp/B0C22BRGLG/ref=sr_1_22?keywords=smartphone&qid=1695494091&sr=8-22,Smartphones
B0CF9HBM2S,"SANSHREUNI C21 Ultra Cell Phone Unlocked, 6GB+256GB Android 13 Unlocked Phones, 6.8"" FHD+ Display 120HzD Smartphone, Octa-Core CPU, 64MP AI Camera, 6800mAh Battery, Dual SIM/GPS/Face ID 5G Phone",159.99,5.0,2,https://www.amazon.com/SANSHREUNI-C21-Ultra-Smartphone-Octa-Core/dp/B0CF9HBM2S/ref=sr_1_23?keywords=smartphone&qid=1695494091&sr=8-23,Smartphones
B09CBSS3BX,Nokia C01 Plus | Android 11 (Go Edition) | Unlocked Smartphone | 2-Day Battery | 1/32GB | 6.52-Inch Screen | Dark Blue,80.18,3.6,684,https://www.amazon.com/Nokia-Factory-Unlocked-Android-Verizon/dp/B09CBSS3BX/ref=sr_1_24?keywords=smartphone&qid=1695494091&sr=8-24,Smartphones
B0B11L6YNN,"TCL 30XL Unlocked Cell Phone, 6.82 inch Vast Display, 5000mAh Battery, Android 12 Smartphone, 50MP Rear 13MP Front Camera, 6GB RAM 64GB ROM, US Version, Dual Speaker, LTE 4G Phone, Night Mist",149.99,4.1,1540,https://www.amazon.com/TCL-Unlocked-Display-Smartphone-Quad-Camera/dp/B0B11L6YNN/ref=sr_1_25?keywords=smartphone&qid=1695494091&sr=8-25,Smartphones
B098TXKW8K,Motorola Edge | 2021 | 2-Day battery | Unlocked | Made for US | 8/256GB | 108MP Camera | Nebula Blue,248.65,4.2,1564,https://www.amazon.com/Motorola-battery-Unlocked-Camera-Nebula/dp/B098TXKW8K/ref=sr_1_26?keywords=smartphone&qid=1695494091&sr=8-26,Smartphones
B0CDH296QK,"OUKITEL C35 Cellphone Unlocked,12GB RAM+256GB ROM,6.56"" HD Screen Smartphone with 5150mAh Battery,50MP+8MP Camera,4G Dual SIM Android 13 Phone (Blue)",189.99,5.0,2,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNjgzNjA0MjA1NDA4NjMwOjE2OTU0OTQwOTE6c3BfbXRmOjMwMDAzMzUyMjU1MzkwMjo6MDo6&url=%2FOUKITEL-C35-Cellphone-Unlocked-Smartphone%2Fdp%2FB0CDH296QK%2Fref%3Dsr_1_27_sspa%3Fkeywords%3Dsmartphone%26qid%3D1695494091%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Smartphones
B0BVFPH5PS,"UMIDIGI Bison GT2 5G Rugged Smartphones Unlocked, 8G+128GB Android 12 Waterproof IP68/IP69K MediaTek Dimensity 900 6nm 64MP Primary Camera 6.5"" FHD 6150mAh Fast Charge NFC Cell Phone",256.99,3.6,363,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNjgzNjA0MjA1NDA4NjMwOjE2OTU0OTQwOTE6c3BfbXRmOjIwMDEzNTk0NDQ0MzQ5ODo6MDo6&url=%2FUMIDIGI-Smartphones-Unlocked-Waterproof-Dimensity%2Fdp%2FB0BVFPH5PS%2Fref%3Dsr_1_28_sspa%3Fkeywords%3Dsmartphone%26qid%3D1695494091%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Smartphones
B0BBXD7S5R,"Simple Mobile Samsung Galaxy A03s, 32GB, Black - Prepaid Smartphone (Locked)",49.88,4.1,178,https://www.amazon.com/Simple-Mobile-Samsung-Galaxy-Black/dp/B0BBXD7S5R/ref=sr_1_29?keywords=smartphone&qid=1695494091&sr=8-29,Smartphones
B09NWDJQ78,"Tracfone Motorola Moto g Pure, 32GB, Blue - Prepaid Smartphone (Locked)",49.88,4.2,2321,https://www.amazon.com/Tracfone-Motorola-moto-Pure-32GB/dp/B09NWDJQ78/ref=sr_1_30?keywords=smartphone&qid=1695494091&sr=8-30,Smartphones
B0C7LNLS9P,"TracFone Moto g Pure (2021), 32GB, Blue - Prepaid Smartphone (Locked/Renewed)",24.99,4.2,20,https://www.amazon.com/TracFone-Moto-Pure-32GB-Blue/dp/B0C7LNLS9P/ref=sr_1_31?keywords=smartphone&qid=1695494091&sr=8-31,Smartphones
B0CGVH5HWB,"BLACKCYBER i14Ultra Max Unlocked 5G Cellphone Android Smartphone Mobile Phone, 8GB RAM, 512GB ROM 1TB Expandable, 6.8 ""FHD 120Hz Screen 6000mAh Battery, Dual Sim Card, 48+13MP Camera Dual Sim Card",129.00,5.0,6,https://www.amazon.com/BLACKCYBER-i14Ultra-Cellphone-Smartphone-Expandable/dp/B0CGVH5HWB/ref=sr_1_32?keywords=smartphone&qid=1695494091&sr=8-32,Smartphones
B0BX5JW5Y1,"Akozon Unlocked Cell Phone, Note30 Plus 5.72in Dual Cards Phones 512MB 4GB one Clearance Standby Smartphone (Orange)",71.97,0.0,0,https://www.amazon.com/Akozon-Unlocked-Clearance-Standby-Smartphone/dp/B0BX5JW5Y1/ref=sr_1_33?keywords=smartphone&qid=1695494091&sr=8-33,Smartphones
B0C81MPS52,"Xgody X60 4G LTE Android Cell Phone Unlocked, 6‘’ QHD Waterdrop Screen, 2GB RAM+16GB ROM, Dual Sim Slots Smartphone, 5MP+5MP Camera, Facial Unlock, 3000mAh Mobile Phones (Blue)",69.99,3.9,14,https://www.amazon.com/Xgody-Android-Unlocked-Waterdrop-Smartphone/dp/B0C81MPS52/ref=sr_1_34?keywords=smartphone&qid=1695494091&sr=8-34,Smartphones
B0C2S1DM2H,Motorola Moto G Stylus 5G | 2023 | Unlocked | Made for US 6/256GB | 50 MPCamera | Rose Champagne,299.99,4.2,25,https://www.amazon.com/Motorola-Stylus-Unlocked-MPCamera-Champagne/dp/B0C2S1DM2H/ref=sr_1_35?keywords=smartphone&qid=1695494091&sr=8-35,Smartphones
B0C69DNN5C,"Ulefone Unlocked Cell Phones, Note 16 Pro 12GB + 128GB, 8-Core, 6.52"" HD+ Display Unlocked Smartphone, Android 13, 50MP + 8MP, 4400 mAh, Dual 4G LTE, Fingerprint/Face Detection, T-Mobile, Blue",109.99,4.8,19,https://www.amazon.com/Ulefone-Unlocked-Smartphone-Fingerprint-Detection/dp/B0C69DNN5C/ref=sr_1_36?keywords=smartphone&qid=1695494091&sr=8-36,Smartphones
B0C3B6RTBW,"UMIDIGI F3 Pro 5G Unlocked Cell Phones, Android 13 Unlocked Phones, 12(6+6)GB+128GB, 48MP Main Camera, 6.6” FHD+ Display Screen, Octa-Core Processor, 6000mAh Battery, Dual 5G Unlocked Smartphone, NFC",186.99,4.0,162,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNjgzNjA0MjA1NDA4NjMwOjE2OTU0OTQwOTE6c3BfYnRmOjMwMDAxNTIzMzk1OTUwMjo6MDo6&url=%2FUMIDIGI-F3-Pro-5G-Smartphone%2Fdp%2FB0C3B6RTBW%2Fref%3Dsr_1_38_sspa%3Fkeywords%3Dsmartphone%26qid%3D1695494091%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Smartphones
B09DW132JQ,"BONAVENTURA Diary Smartphone Case [Compatible with iPhone 13, Cyan Blue] BODT13-BC",130.00,3.9,1101,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyODY1MDE5ODk1NTE2MzA6MTY5NTQ5NDEwNzpzcF9hdGZfbmV4dDozMDAwMzM1MzY3NzA0MDI6OjA6Og&url=%2FBONAVENTURA-Smartphone-Compatible-iPhone-BODT13-BC%2Fdp%2FB09DW132JQ%2Fref%3Dsr_1_33_sspa%3Fkeywords%3Dsmartphone%26qid%3D1695494107%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Smartphones
B0CCTGFLJ9,"4G Unlocked Cell Phones,6G+256GB Dual Sim Smartphone, C23 Unlocked Mobile Phone with 7.3inch Waterdrop Screen, Android Phone 48+108 MP | 8000mAh | Fingerprint Lock & Face ID | US Version (Pink)",169.99,2.0,3,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyODY1MDE5ODk1NTE2MzA6MTY5NTQ5NDEwNzpzcF9hdGZfbmV4dDozMDAwMzg2MzkzNjYzMDI6OjA6Og&url=%2FUnlocked-Smartphone-C23-Waterdrop-Fingerprint%2Fdp%2FB0CCTGFLJ9%2Fref%3Dsr_1_34_sspa%3Fkeywords%3Dsmartphone%26qid%3D1695494107%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Smartphones
B09MVZSW5V,"SAMSUNG Galaxy S22 Ultra Cell Phone, Factory Unlocked Android Smartphone, 128GB, 8K Camera, Brightest Display Screen, S Pen, Long Battery Life, Fast 4nm Processor, US Version, 2022, Phantom Black",989.00,4.6,1111,https://www.amazon.com/SAMSUNG-Smartphone-Unlocked-Brightest-Processor/dp/B09MVZSW5V/ref=sr_1_35?keywords=smartphone&qid=1695494107&sr=8-35,Smartphones
B08YF79XVT,"FOLOSAFENAR Smartphone,5.45in HD Full Screen Dual Card Dual Standby Mobile Phone,Face Recognition and Fingerprint Unlocking,Light and Fashion",56.59,2.4,53,https://www.amazon.com/Smartphone-Standby-Recognition-Fingerprint-Unlocking/dp/B08YF79XVT/ref=sr_1_36?keywords=smartphone&qid=1695494107&sr=8-36,Smartphones
B09Q98BRRN,"SAMSUNG Galaxy A03 Core (SM-A032/DS) Dual SIM 32GB/ 2GB RAM, GSM Unlocked International Version - No Warranty - Black",85.90,3.8,1717,https://www.amazon.com/Samsung-Galaxy-A03-Core-International/dp/B09Q98BRRN/ref=sr_1_37?keywords=smartphone&qid=1695494107&sr=8-37,Smartphones
B0BLW47H3M,"SAMSUNG Galaxy A14 5G A Series Cell Phone, Factory Unlocked Android Smartphone, 64GB w/Expandable Storage, Long Battery Life, 13MP Camera, 6.6"" Infinite Display Screen, US Version, 2023, Black",199.99,4.2,463,https://www.amazon.com/SAMSUNG-Unlocked-Smartphone-Expandable-Infinite/dp/B0BLW47H3M/ref=sr_1_38?keywords=smartphone&qid=1695494107&sr=8-38,Smartphones
B0B3PSRHHN,Google Pixel 6a - 5G Android Phone - Unlocked Smartphone with 12 Megapixel Camera and 24-Hour Battery - Charcoal,0,4.3,5187,https://www.amazon.com/Google-Pixel-6a-Smartphone-Megapixel/dp/B0B3PSRHHN/ref=sr_1_39?keywords=smartphone&qid=1695494107&sr=8-39,Smartphones
B0BLP46D6W,"SAMSUNG Galaxy S23+ Plus Cell Phone, Factory Unlocked Android Smartphone, 256GB, 50MP Camera, Night Mode, Long Battery Life, Adaptive Display, US Version, 2023, Green",799.99,4.6,79,https://www.amazon.com/SAMSUNG-Factory-Unlocked-Smartphone-Adaptive/dp/B0BLP46D6W/ref=sr_1_40?keywords=smartphone&qid=1695494107&sr=8-40,Smartphones
B0C5CJFVVD,"SAMSUNG Galaxy S20 FE 5G (128GB, 6GB) 6.5"" AMOLED, Snapdragon 865, Volte (Fully Unlocked for T-Mobile, AT&T, Verizon, Global) G781U1 (w/Wireless Charger, Navy) (Renewed)",220.08,3.5,24,https://www.amazon.com/SAMSUNG-Snapdragon-Unlocked-T-Mobile-Wireless/dp/B0C5CJFVVD/ref=sr_1_42?keywords=smartphone&qid=1695494107&sr=8-42,Smartphones
B09YD6FHK7,"Rugged Smartphone Unlocked Cell Phone 10600mAh Battery 128GB+8GB Android 11 6.39'' Screen 20MP Night Vision Camera Dual SIM Phones IP68 Waterproof Mobile OTG NFC OUKITEL WP16, Orange",249.99,3.8,75,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyODY1MDE5ODk1NTE2MzA6MTY5NTQ5NDEwNzpzcF9tdGY6MjAwMTU5NTA2MzUyMDk4OjowOjo&url=%2FSmartphone-OUKITEL-WP16-Unlocked-10600mAh%2Fdp%2FB09YD6FHK7%2Fref%3Dsr_1_43_sspa%3Fkeywords%3Dsmartphone%26qid%3D1695494107%26sr%3D8-43-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Smartphones
B0BZGMSSYP,"FOSSIBOT Rugged Phones Unlocked, 10600mAh Battery, Android 12 7+64GB Rugged Smartphone, 24MP Rear Camera, 5.45"" HD+ Compact Cell Phone, 3.5W Loud Speaker, IP68 Waterproof Cell Phone, Dual SIM 4G, OTG",149.99,4.2,220,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyODY1MDE5ODk1NTE2MzA6MTY5NTQ5NDEwNzpzcF9tdGY6MjAwMTc5ODc1OTY3MTk4OjowOjo&url=%2FFOSSIBOT-Unlocked-10600mAh-Smartphone-Waterproof%2Fdp%2FB0BZGMSSYP%2Fref%3Dsr_1_44_sspa%3Fkeywords%3Dsmartphone%26qid%3D1695494107%26sr%3D8-44-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Smartphones
B09NWDX31H,"Tracfone Motorola moto g Power (2021), 64GB, Black - Prepaid Smartphone (Locked)",61.57,3.9,143,https://www.amazon.com/Tracfone-Motorola-Moto-Power-Grove/dp/B09NWDX31H/ref=sr_1_45?keywords=smartphone&qid=1695494107&sr=8-45,Smartphones
B0C2SP2L4K,"Motorola Moto G 5G | 2023 | Unlocked | Made for US 4/128GB | 48 MPCamera | Harbor Gray, 163.94x74.98x8.39",199.99,4.3,48,https://www.amazon.com/Motorola-Unlocked-MPCamera-Harbor-163-94x74-98x8-39/dp/B0C2SP2L4K/ref=sr_1_46?keywords=smartphone&qid=1695494107&sr=8-46,Smartphones
B0CCV6R3D7,"5G 4G Unlocked Cell Phones,6G+256GB Dual Sim Smartphone, C21 Unlocked Mobile Phone with 7.3 inch Waterdrop Screen, Android Phone 24+64 MP | 7300mAh | Fingerprint Lock & Face ID | US Version (black)",149.99,1.0,2,https://www.amazon.com/Unlocked-Smartphone-Waterdrop-Android-Fingerprint/dp/B0CCV6R3D7/ref=sr_1_47?keywords=smartphone&qid=1695494107&sr=8-47,Smartphones
B0CBV11LHX,"UMIDIGI A15 Cell Phones (16G+256G), Android 13 Mobile Phone, 64MP Main Camera Octa Core Smartphone Unlocked 6.7” HD+ Full-View Waterdrop Screen, 5000mAh Battery 20W Fast Charging, 4G Dual SIM, GPS/NFC",169.99,4.4,15,https://www.amazon.com/UMIDIGI-A15-Smartphone-Full-View-Waterdrop/dp/B0CBV11LHX/ref=sr_1_48?keywords=smartphone&qid=1695494107&sr=8-48,Smartphones
B0896TDJ3H,SAMSUNG Galaxy Note 9 N960U 128GB CDMA + GSM Unlocked Smartphone - Lavender Purple,319.99,4.1,293,https://www.amazon.com/Samsung-Galaxy-N960U-Unlocked-Smartphone/dp/B0896TDJ3H/ref=sr_1_49?keywords=smartphone&qid=1695494107&sr=8-49,Smartphones
